站点编号,时间,出力(MW)
f4,2023-7-7 8:00,4.3135
f4,2023-7-7 8:15,5.226
f4,2023-7-7 8:30,4.612
f4,2023-7-7 8:45,5.0306
f4,2023-7-7 9:00,4.23
f4,2023-7-7 9:15,3.337
f4,2023-7-7 9:30,4.3135
f4,2023-7-7 9:45,5.226
f4,2023-7-7 10:00,4.612
f4,2023-7-7 10:15,5.0306
f4,2023-7-7 10:30,4.23
f4,2023-7-7 10:45,3.337
f4,2023-7-7 11:00,4.3135
f4,2023-7-7 11:15,5.226
f4,2023-7-7 11:30,4.612
f4,2023-7-7 11:45,5.0306
f4,2023-7-7 12:00,4.23
f4,2023-7-7 12:15,3.337
f4,2023-7-7 12:30,4.3135
f4,2023-7-7 12:45,5.226
f4,2023-7-7 13:00,4.612
f4,2023-7-7 13:15,5.0306
f4,2023-7-7 13:30,4.23
f4,2023-7-7 13:45,3.337
f4,2023-7-7 14:00,4.3135
f4,2023-7-7 14:15,5.226
f4,2023-7-7 14:30,4.612
f4,2023-7-7 14:45,5.0306
f4,2023-7-7 15:00,4.23
f4,2023-7-7 15:15,3.337
f4,2023-7-7 15:30,4.3135
f4,2023-7-7 15:45,5.226
f4,2023-7-7 16:00,4.612
f4,2023-7-7 16:15,5.0306
f4,2023-7-7 16:30,4.23
f4,2023-7-7 16:45,3.337
f4,2023-7-7 17:00,4.3135
f4,2023-7-7 17:15,5.226
f4,2023-7-7 17:30,4.612
f4,2023-7-7 17:45,5.0306
f4,2023-7-7 18:00,4.23
f4,2023-7-7 18:15,3.337
f4,2023-7-7 18:30,4.3135
f4,2023-7-7 18:45,5.226
f4,2023-7-7 19:00,4.612
f4,2023-7-7 19:15,5.0306
f4,2023-7-7 19:30,4.23
f4,2023-7-7 19:45,3.337
f4,2023-7-7 20:00,4.3135
f4,2023-7-7 20:15,5.226
f4,2023-7-7 20:30,4.612
f4,2023-7-7 20:45,5.0306
f4,2023-7-7 21:00,4.23
f4,2023-7-7 21:15,3.337
f4,2023-7-7 21:30,4.3135
f4,2023-7-7 21:45,5.226
f4,2023-7-7 22:00,4.612
f4,2023-7-7 22:15,5.0306
f4,2023-7-7 22:30,4.23
f4,2023-7-7 22:45,3.337
f4,2023-7-7 23:00,4.3135
f4,2023-7-7 23:15,5.226
f4,2023-7-7 23:30,4.612
f4,2023-7-7 23:45,5.0306
f4,2023-7-8 0:00,4.23
f4,2023-7-8 0:15,3.337
f4,2023-7-8 0:30,4.3135
f4,2023-7-8 0:45,5.226
f4,2023-7-8 1:00,4.612
f4,2023-7-8 1:15,5.0306
f4,2023-7-8 1:30,4.23
f4,2023-7-8 1:45,3.337
f4,2023-7-8 2:00,4.3135
f4,2023-7-8 2:15,5.226
f4,2023-7-8 2:30,4.612
f4,2023-7-8 2:45,5.0306
f4,2023-7-8 3:00,4.23
f4,2023-7-8 3:15,3.337
f4,2023-7-8 3:30,4.3135
f4,2023-7-8 3:45,5.226
f4,2023-7-8 4:00,4.612
f4,2023-7-8 4:15,5.0306
f4,2023-7-8 4:30,4.23
f4,2023-7-8 4:45,3.337
f4,2023-7-8 5:00,4.3135
f4,2023-7-8 5:15,5.226
f4,2023-7-8 5:30,4.612
f4,2023-7-8 5:45,5.0306
f4,2023-7-8 6:00,4.23
f4,2023-7-8 6:15,3.337
f4,2023-7-8 6:30,4.3135
f4,2023-7-8 6:45,5.226
f4,2023-7-8 7:00,4.612
f4,2023-7-8 7:15,5.0306
f4,2023-7-8 7:30,4.23
f4,2023-7-8 7:45,3.337
f4,2023-7-8 8:00,4.3135
f4,2023-7-8 8:15,5.226
f4,2023-7-8 8:30,4.612
f4,2023-7-8 8:45,5.0306
f4,2023-7-8 9:00,4.23
f4,2023-7-8 9:15,3.337
f4,2023-7-8 9:30,4.3135
f4,2023-7-8 9:45,5.226
f4,2023-7-8 10:00,4.612
f4,2023-7-8 10:15,5.0306
f4,2023-7-8 10:30,4.23
f4,2023-7-8 10:45,3.337
f4,2023-7-8 11:00,4.3135
f4,2023-7-8 11:15,5.226
f4,2023-7-8 11:30,4.612
f4,2023-7-8 11:45,5.0306
f4,2023-7-8 12:00,4.23
f4,2023-7-8 12:15,3.337
f4,2023-7-8 12:30,4.3135
f4,2023-7-8 12:45,5.226
f4,2023-7-8 13:00,4.612
f4,2023-7-8 13:15,5.0306
f4,2023-7-8 13:30,4.23
f4,2023-7-8 13:45,3.337
f4,2023-7-8 14:00,4.3135
f4,2023-7-8 14:15,5.226
f4,2023-7-8 14:30,4.612
f4,2023-7-8 14:45,5.0306
f4,2023-7-8 15:00,4.23
f4,2023-7-8 15:15,3.337
f4,2023-7-8 15:30,4.3135
f4,2023-7-8 15:45,5.226
f4,2023-7-8 16:00,4.612
f4,2023-7-8 16:15,5.0306
f4,2023-7-8 16:30,4.23
f4,2023-7-8 16:45,3.337
f4,2023-7-8 17:00,4.3135
f4,2023-7-8 17:15,5.226
f4,2023-7-8 17:30,4.612
f4,2023-7-8 17:45,5.0306
f4,2023-7-8 18:00,4.23
f4,2023-7-8 18:15,3.337
f4,2023-7-8 18:30,4.3135
f4,2023-7-8 18:45,5.226
f4,2023-7-8 19:00,4.612
f4,2023-7-8 19:15,5.0306
f4,2023-7-8 19:30,4.23
f4,2023-7-8 19:45,3.337
f4,2023-7-8 20:00,4.3135
f4,2023-7-8 20:15,5.226
f4,2023-7-8 20:30,4.612
f4,2023-7-8 20:45,5.0306
f4,2023-7-8 21:00,4.23
f4,2023-7-8 21:15,3.337
f4,2023-7-8 21:30,4.3135
f4,2023-7-8 21:45,5.226
f4,2023-7-8 22:00,4.612
f4,2023-7-8 22:15,5.0306
f4,2023-7-8 22:30,4.23
f4,2023-7-8 22:45,3.337
f4,2023-7-8 23:00,4.3135
f4,2023-7-8 23:15,5.226
f4,2023-7-8 23:30,4.612
f4,2023-7-8 23:45,5.0306
f4,2023-7-9 0:00,4.23
f4,2023-7-9 0:15,3.337
f4,2023-7-9 0:30,4.3135
f4,2023-7-9 0:45,5.226
f4,2023-7-9 1:00,4.612
f4,2023-7-9 1:15,5.0306
f4,2023-7-9 1:30,4.23
f4,2023-7-9 1:45,3.337
f4,2023-7-9 2:00,4.3135
f4,2023-7-9 2:15,5.226
f4,2023-7-9 2:30,4.612
f4,2023-7-9 2:45,5.0306
f4,2023-7-9 3:00,4.23
f4,2023-7-9 3:15,3.337
f4,2023-7-9 3:30,4.3135
f4,2023-7-9 3:45,5.226
f4,2023-7-9 4:00,4.612
f4,2023-7-9 4:15,5.0306
f4,2023-7-9 4:30,4.23
f4,2023-7-9 4:45,3.337
f4,2023-7-9 5:00,4.3135
f4,2023-7-9 5:15,5.226
f4,2023-7-9 5:30,4.612
f4,2023-7-9 5:45,5.0306
f4,2023-7-9 6:00,4.23
f4,2023-7-9 6:15,3.337
f4,2023-7-9 6:30,4.3135
f4,2023-7-9 6:45,5.226
f4,2023-7-9 7:00,4.612
f4,2023-7-9 7:15,5.0306
f4,2023-7-9 7:30,4.23
f4,2023-7-9 7:45,3.337
f4,2023-7-9 8:00,4.3135
f4,2023-7-9 8:15,5.226
f4,2023-7-9 8:30,4.612
f4,2023-7-9 8:45,5.0306
f4,2023-7-9 9:00,4.23
f4,2023-7-9 9:15,3.337
f4,2023-7-9 9:30,4.3135
f4,2023-7-9 9:45,5.226
f4,2023-7-9 10:00,4.612
f4,2023-7-9 10:15,5.0306
f4,2023-7-9 10:30,4.23
f4,2023-7-9 10:45,3.337
f4,2023-7-9 11:00,4.3135
f4,2023-7-9 11:15,5.226
f4,2023-7-9 11:30,4.612
f4,2023-7-9 11:45,5.0306
f4,2023-7-9 12:00,4.23
f4,2023-7-9 12:15,3.337
f4,2023-7-9 12:30,4.3135
f4,2023-7-9 12:45,5.226
f4,2023-7-9 13:00,4.612
f4,2023-7-9 13:15,5.0306
f4,2023-7-9 13:30,4.23
f4,2023-7-9 13:45,3.337
f4,2023-7-9 14:00,4.3135
f4,2023-7-9 14:15,5.226
f4,2023-7-9 14:30,4.612
f4,2023-7-9 14:45,5.0306
f4,2023-7-9 15:00,4.23
f4,2023-7-9 15:15,3.337
f4,2023-7-9 15:30,4.3135
f4,2023-7-9 15:45,5.226
f4,2023-7-9 16:00,4.612
f4,2023-7-9 16:15,5.0306
f4,2023-7-9 16:30,4.23
f4,2023-7-9 16:45,3.337
f4,2023-7-9 17:00,4.3135
f4,2023-7-9 17:15,5.226
f4,2023-7-9 17:30,4.612
f4,2023-7-9 17:45,5.0306
f4,2023-7-9 18:00,4.23
f4,2023-7-9 18:15,3.337
f4,2023-7-9 18:30,4.3135
f4,2023-7-9 18:45,5.226
f4,2023-7-9 19:00,4.612
f4,2023-7-9 19:15,5.0306
f4,2023-7-9 19:30,4.23
f4,2023-7-9 19:45,3.337
f4,2023-7-9 20:00,4.3135
f4,2023-7-9 20:15,5.226
f4,2023-7-9 20:30,4.612
f4,2023-7-9 20:45,5.0306
f4,2023-7-9 21:00,4.23
f4,2023-7-9 21:15,3.337
f4,2023-7-9 21:30,4.3135
f4,2023-7-9 21:45,5.226
f4,2023-7-9 22:00,4.612
f4,2023-7-9 22:15,5.0306
f4,2023-7-9 22:30,4.23
f4,2023-7-9 22:45,3.337
f4,2023-7-9 23:00,4.3135
f4,2023-7-9 23:15,5.226
f4,2023-7-9 23:30,4.612
f4,2023-7-9 23:45,5.0306
f4,2023-7-10 0:00,4.23
f4,2023-7-10 0:15,3.337
f4,2023-7-10 0:30,4.3135
f4,2023-7-10 0:45,5.226
f4,2023-7-10 1:00,4.612
f4,2023-7-10 1:15,5.0306
f4,2023-7-10 1:30,4.23
f4,2023-7-10 1:45,3.337
f4,2023-7-10 2:00,4.3135
f4,2023-7-10 2:15,5.226
f4,2023-7-10 2:30,4.612
f4,2023-7-10 2:45,5.0306
f4,2023-7-10 3:00,4.23
f4,2023-7-10 3:15,3.337
f4,2023-7-10 3:30,4.3135
f4,2023-7-10 3:45,5.226
f4,2023-7-10 4:00,4.612
f4,2023-7-10 4:15,5.0306
f4,2023-7-10 4:30,4.23
f4,2023-7-10 4:45,3.337
f4,2023-7-10 5:00,4.3135
f4,2023-7-10 5:15,5.226
f4,2023-7-10 5:30,4.612
f4,2023-7-10 5:45,5.0306
f4,2023-7-10 6:00,4.23
f4,2023-7-10 6:15,3.337
f4,2023-7-10 6:30,4.3135
f4,2023-7-10 6:45,5.226
f4,2023-7-10 7:00,4.612
f4,2023-7-10 7:15,5.0306
f4,2023-7-10 7:30,4.23
f4,2023-7-10 7:45,3.337
f4,2023-7-10 8:00,4.3135
f4,2023-7-10 8:15,5.226
f4,2023-7-10 8:30,4.612
f4,2023-7-10 8:45,5.0306
f4,2023-7-10 9:00,4.23
f4,2023-7-10 9:15,3.337
f4,2023-7-10 9:30,4.3135
f4,2023-7-10 9:45,5.226
f4,2023-7-10 10:00,4.612
f4,2023-7-10 10:15,5.0306
f4,2023-7-10 10:30,4.23
f4,2023-7-10 10:45,3.337
f4,2023-7-10 11:00,4.3135
f4,2023-7-10 11:15,5.226
f4,2023-7-10 11:30,4.612
f4,2023-7-10 11:45,5.0306
f4,2023-7-10 12:00,4.23
f4,2023-7-10 12:15,3.337
f4,2023-7-10 12:30,4.3135
f4,2023-7-10 12:45,5.226
f4,2023-7-10 13:00,4.612
f4,2023-7-10 13:15,5.0306
f4,2023-7-10 13:30,4.23
f4,2023-7-10 13:45,3.337
f4,2023-7-10 14:00,4.3135
f4,2023-7-10 14:15,5.226
f4,2023-7-10 14:30,4.612
f4,2023-7-10 14:45,5.0306
f4,2023-7-10 15:00,4.23
f4,2023-7-10 15:15,3.337
f4,2023-7-10 15:30,4.3135
f4,2023-7-10 15:45,5.226
f4,2023-7-10 16:00,4.612
f4,2023-7-10 16:15,5.0306
f4,2023-7-10 16:30,4.23
f4,2023-7-10 16:45,3.337
f4,2023-7-10 17:00,4.3135
f4,2023-7-10 17:15,5.226
f4,2023-7-10 17:30,4.612
f4,2023-7-10 17:45,5.0306
f4,2023-7-10 18:00,4.23
f4,2023-7-10 18:15,3.337
f4,2023-7-10 18:30,4.3135
f4,2023-7-10 18:45,5.226
f4,2023-7-10 19:00,4.612
f4,2023-7-10 19:15,5.0306
f4,2023-7-10 19:30,4.23
f4,2023-7-10 19:45,3.337
f4,2023-7-10 20:00,4.3135
f4,2023-7-10 20:15,5.226
f4,2023-7-10 20:30,4.612
f4,2023-7-10 20:45,5.0306
f4,2023-7-10 21:00,4.23
f4,2023-7-10 21:15,3.337
f4,2023-7-10 21:30,4.3135
f4,2023-7-10 21:45,5.226
f4,2023-7-10 22:00,4.612
f4,2023-7-10 22:15,5.0306
f4,2023-7-10 22:30,4.23
f4,2023-7-10 22:45,3.337
f4,2023-7-10 23:00,4.3135
f4,2023-7-10 23:15,5.226
f4,2023-7-10 23:30,4.612
f4,2023-7-10 23:45,5.0306
f4,2023-7-11 0:00,4.23
f4,2023-7-11 0:15,3.337
f4,2023-7-11 0:30,4.3135
f4,2023-7-11 0:45,5.226
f4,2023-7-11 1:00,4.612
f4,2023-7-11 1:15,5.0306
f4,2023-7-11 1:30,4.23
f4,2023-7-11 1:45,3.337
f4,2023-7-11 2:00,4.3135
f4,2023-7-11 2:15,5.226
f4,2023-7-11 2:30,4.612
f4,2023-7-11 2:45,5.0306
f4,2023-7-11 3:00,4.23
f4,2023-7-11 3:15,3.337
f4,2023-7-11 3:30,4.3135
f4,2023-7-11 3:45,5.226
f4,2023-7-11 4:00,4.612
f4,2023-7-11 4:15,5.0306
f4,2023-7-11 4:30,4.23
f4,2023-7-11 4:45,3.337
f4,2023-7-11 5:00,4.3135
f4,2023-7-11 5:15,5.226
f4,2023-7-11 5:30,4.612
f4,2023-7-11 5:45,5.0306
f4,2023-7-11 6:00,4.23
f4,2023-7-11 6:15,3.337
f4,2023-7-11 6:30,4.3135
f4,2023-7-11 6:45,5.226
f4,2023-7-11 7:00,4.612
f4,2023-7-11 7:15,5.0306
f4,2023-7-11 7:30,4.23
f4,2023-7-11 7:45,3.337
f4,2023-7-11 8:00,4.3135
f4,2023-7-11 8:15,5.226
f4,2023-7-11 8:30,4.612
f4,2023-7-11 8:45,5.0306
f4,2023-7-11 9:00,4.23
f4,2023-7-11 9:15,3.337
f4,2023-7-11 9:30,4.3135
f4,2023-7-11 9:45,5.226
f4,2023-7-11 10:00,4.612
f4,2023-7-11 10:15,5.0306
f4,2023-7-11 10:30,4.23
f4,2023-7-11 10:45,3.337
f4,2023-7-11 11:00,4.3135
f4,2023-7-11 11:15,5.226
f4,2023-7-11 11:30,4.612
f4,2023-7-11 11:45,5.0306
f4,2023-7-11 12:00,4.23
f4,2023-7-11 12:15,3.337
f4,2023-7-11 12:30,4.3135
f4,2023-7-11 12:45,5.226
f4,2023-7-11 13:00,4.612
f4,2023-7-11 13:15,5.0306
f4,2023-7-11 13:30,4.23
f4,2023-7-11 13:45,3.337
f4,2023-7-11 14:00,4.3135
f4,2023-7-11 14:15,5.226
f4,2023-7-11 14:30,4.612
f4,2023-7-11 14:45,5.0306
f4,2023-7-11 15:00,4.23
f4,2023-7-11 15:15,3.337
f4,2023-7-11 15:30,4.3135
f4,2023-7-11 15:45,5.226
f4,2023-7-11 16:00,4.612
f4,2023-7-11 16:15,5.0306
f4,2023-7-11 16:30,4.23
f4,2023-7-11 16:45,3.337
f4,2023-7-11 17:00,4.3135
f4,2023-7-11 17:15,5.226
f4,2023-7-11 17:30,4.612
f4,2023-7-11 17:45,5.0306
f4,2023-7-11 18:00,4.23
f4,2023-7-11 18:15,3.337
f4,2023-7-11 18:30,4.3135
f4,2023-7-11 18:45,5.226
f4,2023-7-11 19:00,4.612
f4,2023-7-11 19:15,5.0306
f4,2023-7-11 19:30,4.23
f4,2023-7-11 19:45,3.337
f4,2023-7-11 20:00,4.3135
f4,2023-7-11 20:15,5.226
f4,2023-7-11 20:30,4.612
f4,2023-7-11 20:45,5.0306
f4,2023-7-11 21:00,4.23
f4,2023-7-11 21:15,3.337
f4,2023-7-11 21:30,4.3135
f4,2023-7-11 21:45,5.226
f4,2023-7-11 22:00,4.612
f4,2023-7-11 22:15,5.0306
f4,2023-7-11 22:30,4.23
f4,2023-7-11 22:45,3.337
f4,2023-7-11 23:00,4.3135
f4,2023-7-11 23:15,5.226
f4,2023-7-11 23:30,4.612
f4,2023-7-11 23:45,5.0306
f4,2023-7-12 0:00,4.23
f4,2023-7-12 0:15,3.337
f4,2023-7-12 0:30,4.3135
f4,2023-7-12 0:45,5.226
f4,2023-7-12 1:00,4.612
f4,2023-7-12 1:15,5.0306
f4,2023-7-12 1:30,4.23
f4,2023-7-12 1:45,3.337
f4,2023-7-12 2:00,4.3135
f4,2023-7-12 2:15,5.226
f4,2023-7-12 2:30,4.612
f4,2023-7-12 2:45,5.0306
f4,2023-7-12 3:00,4.23
f4,2023-7-12 3:15,3.337
f4,2023-7-12 3:30,4.3135
f4,2023-7-12 3:45,5.226
f4,2023-7-12 4:00,4.612
f4,2023-7-12 4:15,5.0306
f4,2023-7-12 4:30,4.23
f4,2023-7-12 4:45,3.337
f4,2023-7-12 5:00,4.3135
f4,2023-7-12 5:15,5.226
f4,2023-7-12 5:30,4.612
f4,2023-7-12 5:45,5.0306
f4,2023-7-12 6:00,4.23
f4,2023-7-12 6:15,3.337
f4,2023-7-12 6:30,4.3135
f4,2023-7-12 6:45,5.226
f4,2023-7-12 7:00,4.612
f4,2023-7-12 7:15,5.0306
f4,2023-7-12 7:30,4.23
f4,2023-7-12 7:45,3.337
f4,2023-7-12 8:00,4.3135
f4,2023-7-12 8:15,5.226
f4,2023-7-12 8:30,4.612
f4,2023-7-12 8:45,5.0306
f4,2023-7-12 9:00,4.23
f4,2023-7-12 9:15,3.337
f4,2023-7-12 9:30,4.3135
f4,2023-7-12 9:45,5.226
f4,2023-7-12 10:00,4.612
f4,2023-7-12 10:15,5.0306
f4,2023-7-12 10:30,4.23
f4,2023-7-12 10:45,3.337
f4,2023-7-12 11:00,4.3135
f4,2023-7-12 11:15,5.226
f4,2023-7-12 11:30,4.612
f4,2023-7-12 11:45,5.0306
f4,2023-7-12 12:00,4.23
f4,2023-7-12 12:15,3.337
f4,2023-7-12 12:30,4.3135
f4,2023-7-12 12:45,5.226
f4,2023-7-12 13:00,4.612
f4,2023-7-12 13:15,5.0306
f4,2023-7-12 13:30,4.23
f4,2023-7-12 13:45,3.337
f4,2023-7-12 14:00,4.3135
f4,2023-7-12 14:15,5.226
f4,2023-7-12 14:30,4.612
f4,2023-7-12 14:45,5.0306
f4,2023-7-12 15:00,4.23
f4,2023-7-12 15:15,3.337
f4,2023-7-12 15:30,4.3135
f4,2023-7-12 15:45,5.226
f4,2023-7-12 16:00,4.612
f4,2023-7-12 16:15,5.0306
f4,2023-7-12 16:30,4.23
f4,2023-7-12 16:45,3.337
f4,2023-7-12 17:00,4.3135
f4,2023-7-12 17:15,5.226
f4,2023-7-12 17:30,4.612
f4,2023-7-12 17:45,5.0306
f4,2023-7-12 18:00,4.23
f4,2023-7-12 18:15,3.337
f4,2023-7-12 18:30,4.3135
f4,2023-7-12 18:45,5.226
f4,2023-7-12 19:00,4.612
f4,2023-7-12 19:15,5.0306
f4,2023-7-12 19:30,4.23
f4,2023-7-12 19:45,3.337
f4,2023-7-12 20:00,4.3135
f4,2023-7-12 20:15,5.226
f4,2023-7-12 20:30,4.612
f4,2023-7-12 20:45,5.0306
f4,2023-7-12 21:00,4.23
f4,2023-7-12 21:15,3.337
f4,2023-7-12 21:30,4.3135
f4,2023-7-12 21:45,5.226
f4,2023-7-12 22:00,4.612
f4,2023-7-12 22:15,5.0306
f4,2023-7-12 22:30,4.23
f4,2023-7-12 22:45,3.337
f4,2023-7-12 23:00,4.3135
f4,2023-7-12 23:15,5.226
f4,2023-7-12 23:30,4.612
f4,2023-7-12 23:45,5.0306
f4,2023-7-13 0:00,4.23
f4,2023-7-13 0:15,3.337
f4,2023-7-13 0:30,4.3135
f4,2023-7-13 0:45,5.226
f4,2023-7-13 1:00,4.612
f4,2023-7-13 1:15,5.0306
f4,2023-7-13 1:30,4.23
f4,2023-7-13 1:45,3.337
f4,2023-7-13 2:00,4.3135
f4,2023-7-13 2:15,5.226
f4,2023-7-13 2:30,4.612
f4,2023-7-13 2:45,5.0306
f4,2023-7-13 3:00,4.23
f4,2023-7-13 3:15,3.337
f4,2023-7-13 3:30,4.3135
f4,2023-7-13 3:45,5.226
f4,2023-7-13 4:00,4.612
f4,2023-7-13 4:15,5.0306
f4,2023-7-13 4:30,4.23
f4,2023-7-13 4:45,3.337
f4,2023-7-13 5:00,4.3135
f4,2023-7-13 5:15,5.226
f4,2023-7-13 5:30,4.612
f4,2023-7-13 5:45,5.0306
f4,2023-7-13 6:00,4.23
f4,2023-7-13 6:15,3.337
f4,2023-7-13 6:30,4.3135
f4,2023-7-13 6:45,5.226
f4,2023-7-13 7:00,4.612
f4,2023-7-13 7:15,5.0306
f4,2023-7-13 7:30,4.23
f4,2023-7-13 7:45,3.337
f4,2023-7-13 8:00,4.3135
f4,2023-7-13 8:15,5.226
f4,2023-7-13 8:30,4.612
f4,2023-7-13 8:45,5.0306
f4,2023-7-13 9:00,4.23
f4,2023-7-13 9:15,3.337
f4,2023-7-13 9:30,4.3135
f4,2023-7-13 9:45,5.226
f4,2023-7-13 10:00,4.612
f4,2023-7-13 10:15,5.0306
f4,2023-7-13 10:30,4.23
f4,2023-7-13 10:45,3.337
f4,2023-7-13 11:00,4.3135
f4,2023-7-13 11:15,5.226
f4,2023-7-13 11:30,4.612
f4,2023-7-13 11:45,5.0306
f4,2023-7-13 12:00,4.23
f4,2023-7-13 12:15,3.337
f4,2023-7-13 12:30,4.3135
f4,2023-7-13 12:45,5.226
f4,2023-7-13 13:00,4.612
f4,2023-7-13 13:15,5.0306
f4,2023-7-13 13:30,4.23
f4,2023-7-13 13:45,3.337
f4,2023-7-13 14:00,4.3135
f4,2023-7-13 14:15,5.226
f4,2023-7-13 14:30,4.612
f4,2023-7-13 14:45,5.0306
f4,2023-7-13 15:00,4.23
f4,2023-7-13 15:15,3.337
f4,2023-7-13 15:30,4.3135
f4,2023-7-13 15:45,5.226
f4,2023-7-13 16:00,4.612
f4,2023-7-13 16:15,5.0306
f4,2023-7-13 16:30,4.23
f4,2023-7-13 16:45,3.337
f4,2023-7-13 17:00,4.3135
f4,2023-7-13 17:15,5.226
f4,2023-7-13 17:30,4.612
f4,2023-7-13 17:45,5.0306
f4,2023-7-13 18:00,4.23
f4,2023-7-13 18:15,3.337
f4,2023-7-13 18:30,4.3135
f4,2023-7-13 18:45,5.226
f4,2023-7-13 19:00,4.612
f4,2023-7-13 19:15,5.0306
f4,2023-7-13 19:30,4.23
f4,2023-7-13 19:45,3.337
f4,2023-7-13 20:00,4.3135
f4,2023-7-13 20:15,5.226
f4,2023-7-13 20:30,4.612
f4,2023-7-13 20:45,5.0306
f4,2023-7-13 21:00,4.23
f4,2023-7-13 21:15,3.337
f4,2023-7-13 21:30,4.3135
f4,2023-7-13 21:45,5.226
f4,2023-7-13 22:00,4.612
f4,2023-7-13 22:15,5.0306
f4,2023-7-13 22:30,4.23
f4,2023-7-13 22:45,3.337
f4,2023-7-13 23:00,4.3135
f4,2023-7-13 23:15,5.226
f4,2023-7-13 23:30,4.612
f4,2023-7-13 23:45,5.0306
f4,2023-7-14 0:00,4.23
f4,2023-7-14 0:15,3.337
f4,2023-7-14 0:30,4.3135
f4,2023-7-14 0:45,5.226
f4,2023-7-14 1:00,4.612
f4,2023-7-14 1:15,5.0306
f4,2023-7-14 1:30,4.23
f4,2023-7-14 1:45,3.337
f4,2023-7-14 2:00,4.3135
f4,2023-7-14 2:15,5.226
f4,2023-7-14 2:30,4.612
f4,2023-7-14 2:45,5.0306
f4,2023-7-14 3:00,4.23
f4,2023-7-14 3:15,3.337
f4,2023-7-14 3:30,4.3135
f4,2023-7-14 3:45,5.226
f4,2023-7-14 4:00,4.612
f4,2023-7-14 4:15,5.0306
f4,2023-7-14 4:30,4.23
f4,2023-7-14 4:45,3.337
f4,2023-7-14 5:00,4.3135
f4,2023-7-14 5:15,5.226
f4,2023-7-14 5:30,4.612
f4,2023-7-14 5:45,5.0306
f4,2023-7-14 6:00,4.23
f4,2023-7-14 6:15,3.337
f4,2023-7-14 6:30,4.3135
f4,2023-7-14 6:45,5.226
f4,2023-7-14 7:00,4.612
f4,2023-7-14 7:15,5.0306
f4,2023-7-14 7:30,4.23
f4,2023-7-14 7:45,3.337
f4,2023-7-14 8:00,4.3135
f4,2023-7-14 8:15,5.226
f4,2023-7-14 8:30,4.612
f4,2023-7-14 8:45,5.0306
f4,2023-7-14 9:00,4.23
f4,2023-7-14 9:15,3.337
f4,2023-7-14 9:30,4.3135
f4,2023-7-14 9:45,5.226
f4,2023-7-14 10:00,4.612
f4,2023-7-14 10:15,5.0306
f4,2023-7-14 10:30,4.23
f4,2023-7-14 10:45,3.337
f4,2023-7-14 11:00,4.3135
f4,2023-7-14 11:15,5.226
f4,2023-7-14 11:30,4.612
f4,2023-7-14 11:45,5.0306
f4,2023-7-14 12:00,4.23
f4,2023-7-14 12:15,3.337
f4,2023-7-14 12:30,4.3135
f4,2023-7-14 12:45,5.226
f4,2023-7-14 13:00,4.612
f4,2023-7-14 13:15,5.0306
f4,2023-7-14 13:30,4.23
f4,2023-7-14 13:45,3.337
f4,2023-7-14 14:00,4.3135
f4,2023-7-14 14:15,5.226
f4,2023-7-14 14:30,4.612
f4,2023-7-14 14:45,5.0306
f4,2023-7-14 15:00,4.23
f4,2023-7-14 15:15,3.337
f4,2023-7-14 15:30,4.3135
f4,2023-7-14 15:45,5.226
f4,2023-7-14 16:00,4.612
f4,2023-7-14 16:15,5.0306
f4,2023-7-14 16:30,4.23
f4,2023-7-14 16:45,3.337
f4,2023-7-14 17:00,4.3135
f4,2023-7-14 17:15,5.226
f4,2023-7-14 17:30,4.612
f4,2023-7-14 17:45,5.0306
f4,2023-7-14 18:00,4.23
f4,2023-7-14 18:15,3.337
f4,2023-7-14 18:30,4.3135
f4,2023-7-14 18:45,5.226
f4,2023-7-14 19:00,4.612
f4,2023-7-14 19:15,5.0306
f4,2023-7-14 19:30,4.23
f4,2023-7-14 19:45,3.337
f4,2023-7-14 20:00,4.3135
f4,2023-7-14 20:15,5.226
f4,2023-7-14 20:30,4.612
f4,2023-7-14 20:45,5.0306
f4,2023-7-14 21:00,4.23
f4,2023-7-14 21:15,3.337
f4,2023-7-14 21:30,4.3135
f4,2023-7-14 21:45,5.226
f4,2023-7-14 22:00,4.612
f4,2023-7-14 22:15,5.0306
f4,2023-7-14 22:30,4.23
f4,2023-7-14 22:45,3.337
f4,2023-7-14 23:00,4.3135
f4,2023-7-14 23:15,5.226
f4,2023-7-14 23:30,4.612
f4,2023-7-14 23:45,5.0306
f4,2023-7-15 0:00,4.23
f4,2023-7-15 0:15,3.337
f4,2023-7-15 0:30,4.3135
f4,2023-7-15 0:45,5.226
f4,2023-7-15 1:00,4.612
f4,2023-7-15 1:15,5.0306
f4,2023-7-15 1:30,4.23
f4,2023-7-15 1:45,3.337
f4,2023-7-15 2:00,4.3135
f4,2023-7-15 2:15,5.226
f4,2023-7-15 2:30,4.612
f4,2023-7-15 2:45,5.0306
f4,2023-7-15 3:00,4.23
f4,2023-7-15 3:15,3.337
f4,2023-7-15 3:30,4.3135
f4,2023-7-15 3:45,5.226
f4,2023-7-15 4:00,4.612
f4,2023-7-15 4:15,5.0306
f4,2023-7-15 4:30,4.23
f4,2023-7-15 4:45,3.337
f4,2023-7-15 5:00,4.3135
f4,2023-7-15 5:15,5.226
f4,2023-7-15 5:30,4.612
f4,2023-7-15 5:45,5.0306
f4,2023-7-15 6:00,4.23
f4,2023-7-15 6:15,3.337
